price,mileage,year,make,model,trim,distance from zip
"$25,796",10 mi.,2024,Hyundai,Elantra,"['Hybrid', 'Blue\n', '']",delivers to 33186
"$25,796",10 mi.,2024,Hyundai,Elantra,"['Hybrid', 'Blue\n', '']",delivers to 33186
"$28,918",10 mi.,2024,Hyundai,Elantra,"['Hybrid', 'Limited\n', '']",delivers to 33186
"$28,919",10 mi.,2024,Hyundai,Elantra,"['Hybrid', 'Limited\n', '']",delivers to 33186
"$31,745",1 mi.,2024,Mazda,CX-30,"['2.5', 'S', 'Carbon']",(26 mi. from 33186)
"$46,454",2 mi.,2024,Ram,ProMaster,"['Cargo', 'Van', 'Tradesman\n']",(26 mi. from 33186)
"$46,454",2 mi.,2024,Ram,ProMaster,"['Cargo', 'Van', 'Tradesman\n']",(26 mi. from 33186)
"$55,503",2 mi.,2024,Ram,ProMaster,"['Cargo', 'Van', 'Tradesman\n']",(26 mi. from 33186)
"$309,900","6,936 mi.",2019,Ferrari,488,"['Spider\n', '', '']",(26 mi. from 33186)
"$30,935",10 mi.,2024,Kia,Sportage,"['LX\n', '', '']",(18 mi. from 33186)
"$36,600",10 mi.,2024,Kia,Sportage,"['SX', 'Prestige\n', '']",(18 mi. from 33186)
"$51,069",2 mi.,2024,Jeep,Wrangler,"['Sahara\n', '', '']",(26 mi. from 33186)
"$29,352",12 mi.,2024,Mazda,CX-50,"['2.5', 'S', 'Select']",(10 mi. from 33186)
"$36,600",10 mi.,2024,Kia,Sportage,"['SX', 'Prestige\n', '']",(18 mi. from 33186)
"$47,750",2 mi.,2024,Ram,ProMaster,"['Cargo', 'Van', 'Tradesman\n']",(26 mi. from 33186)
"$47,750",2 mi.,2024,Ram,ProMaster,"['Cargo', 'Van', 'Tradesman\n']",(26 mi. from 33186)
"$50,135",2 mi.,2024,Ram,ProMaster,"['Cargo', 'Van', 'Tradesman\n']",(26 mi. from 33186)
"$51,260",10 mi.,2024,Kia,Telluride,"['SX\n', '', '']",(18 mi. from 33186)
"$55,503",2 mi.,2024,Ram,ProMaster,"['Cargo', 'Van', 'Tradesman\n']",(26 mi. from 33186)
"$77,595","58,568 mi.",2021,Cadillac,Escalade,"['Sport', 'Platinum\n', '']",delivers to 33186
"$40,680",10 mi.,2024,Kia,Telluride,"['S\n', '', '']",(18 mi. from 33186)
"$25,796",10 mi.,2024,Hyundai,Elantra,"['Hybrid', 'Blue\n', '']",delivers to 33186
"$48,610",2 mi.,2024,Jeep,Wrangler,"['Sport', 'S\n', '']",(26 mi. from 33186)
"$48,610",2 mi.,2024,Jeep,Wrangler,"['Sport', 'S\n', '']",(26 mi. from 33186)
"$53,674",2 mi.,2024,Jeep,Wrangler,"['Sahara\n', '', '']",(26 mi. from 33186)
"$54,210",2 mi.,2024,Jeep,Wrangler,"['Sahara\n', '', '']",(26 mi. from 33186)
"$56,100",2 mi.,2024,Jeep,Wrangler,"['Sahara\n', '', '']",(26 mi. from 33186)
"$56,699",2 mi.,2024,Dodge,Durango,"['R/T', 'Premium\n', '']",(26 mi. from 33186)
"$33,392",2 mi.,2024,Jeep,Wrangler,"['Sport\n', '', '']",(26 mi. from 33186)
"$46,597",2 mi.,2024,Dodge,Durango,"['R/T', 'Plus\n', '']",(26 mi. from 33186)
"$48,297",2 mi.,2024,Dodge,Durango,"['R/T', 'Plus\n', '']",(26 mi. from 33186)
"$48,297",2 mi.,2024,Dodge,Durango,"['R/T', 'Plus\n', '']",(26 mi. from 33186)
"$23,609","30,251 mi.",2021,Mazda,CX-30,"['Premium\n', '', '']",(26 mi. from 33186)
"$84,915",8 mi.,2024,Alfa,Romeo,"['Giulia', 'GIULIA', 'QUADRIFOGLIO']",(26 mi. from 33186)
"$32,895","26,775 mi.",2021,Cadillac,XT5,"['FWD', 'Premium', 'Luxury\n']",delivers to 33186
"$252,900","9,022 mi.",2016,Ferrari,488,"['GTB\n', '', '']",(26 mi. from 33186)
"$29,253",10 mi.,2024,Hyundai,Santa,"['Cruz', 'SEL\n', '']",delivers to 33186
"$33,374",10 mi.,2024,Hyundai,Santa,"['Cruz', 'SEL\n', '']",delivers to 33186
"$47,750",2 mi.,2024,Ram,ProMaster,"['Cargo', 'Van', 'Tradesman\n']",(26 mi. from 33186)
"$55,503",2 mi.,2024,Ram,ProMaster,"['Cargo', 'Van', 'Tradesman\n']",(26 mi. from 33186)
"$29,265",10 mi.,2024,Hyundai,Santa,"['Cruz', 'SEL\n', '']",delivers to 33186
"$32,900",10 mi.,2024,Hyundai,Santa,"['Cruz', 'SEL\n', '']",delivers to 33186
"$43,681",2 mi.,2024,Jeep,Grand,"['Cherokee', 'L', 'Altitude']",(26 mi. from 33186)
"$48,633",2 mi.,2024,Dodge,Durango,"['R/T', 'Plus\n', '']",(26 mi. from 33186)
"$48,633",2 mi.,2024,Dodge,Durango,"['R/T', 'Plus\n', '']",(26 mi. from 33186)
"$32,918",10 mi.,2024,Hyundai,Santa,"['Cruz', 'SEL\n', '']",delivers to 33186
"$41,280",10 mi.,2024,Kia,Telluride,"['S\n', '', '']",(18 mi. from 33186)
"$48,297",2 mi.,2024,Dodge,Durango,"['R/T', 'Plus\n', '']",(26 mi. from 33186)
"$56,109",2 mi.,2024,Jeep,Wrangler,"['Rubicon\n', '', '']",(26 mi. from 33186)
"$55,503",2 mi.,2024,Ram,ProMaster,"['Cargo', 'Van', 'Tradesman\n']",(26 mi. from 33186)
"$29,692",5 mi.,2024,Mazda,CX-30,"['2.5', 'S', 'Carbon']",(10 mi. from 33186)
"$72,505",20 mi.,2024,Maserati,Grecale,"['GT\n', '', '']",(26 mi. from 33186)
"$72,505",26 mi.,2024,Maserati,Grecale,"['GT\n', '', '']",(26 mi. from 33186)
"$72,505",47 mi.,2024,Maserati,Grecale,"['GT\n', '', '']",(26 mi. from 33186)
"$72,505",22 mi.,2024,Maserati,Grecale,"['GT\n', '', '']",(26 mi. from 33186)
"$75,210",22 mi.,2024,Maserati,Grecale,"['GT\n', '', '']",(26 mi. from 33186)
"$75,305",23 mi.,2024,Maserati,Grecale,"['GT\n', '', '']",(26 mi. from 33186)
"$81,985",24 mi.,2024,Maserati,Grecale,"['Modena\n', '', '']",(26 mi. from 33186)
"$81,985",27 mi.,2024,Maserati,Grecale,"['Modena\n', '', '']",(26 mi. from 33186)
"$81,985",16 mi.,2024,Maserati,Grecale,"['Modena\n', '', '']",(26 mi. from 33186)
"$589,900","1,453 mi.",2020,Ferrari,488,"['Pista\n', '', '']",(26 mi. from 33186)
"$29,256",10 mi.,2024,Hyundai,Santa,"['Cruz', 'SEL\n', '']",delivers to 33186
"$30,642",10 mi.,2024,Hyundai,Santa,"['Cruz', 'SEL\n', '']",delivers to 33186
"$36,590",10 mi.,2024,Kia,Sportage,"['SX', 'Prestige\n', '']",(18 mi. from 33186)
"$40,785",10 mi.,2024,Kia,Telluride,"['S\n', '', '']",(18 mi. from 33186)
"$48,870",2 mi.,2024,Ram,1500,"['Big', 'Horn\n', '']",(26 mi. from 33186)
"$49,118",2 mi.,2024,Ram,1500,"['Big', 'Horn\n', '']",(26 mi. from 33186)
"$29,860",5 mi.,2024,Mazda,CX-30,"['2.5', 'S', 'Carbon']",(10 mi. from 33186)
"$31,490",1 mi.,2024,Mazda,CX-30,"['2.5', 'S', 'Carbon']",(26 mi. from 33186)
"$35,896",2 mi.,2024,Ram,1500,"['Tradesman\n', '', '']",(26 mi. from 33186)
"$43,112",2 mi.,2024,Dodge,Durango,"['R/T\n', '', '']",(26 mi. from 33186)
"$46,597",2 mi.,2024,Dodge,Durango,"['R/T', 'Plus\n', '']",(26 mi. from 33186)
"$46,933",2 mi.,2024,Dodge,Durango,"['R/T', 'Plus\n', '']",(26 mi. from 33186)
"$13,698","71,353 mi.",2016,Hyundai,Tucson,"['LIMITED\n', '', '']",delivers to 33186
"$28,918",10 mi.,2024,Hyundai,Elantra,"['Hybrid', 'Limited\n', '']",delivers to 33186
"$36,092",2 mi.,2024,Ram,1500,"['Tradesman\n', '', '']",(26 mi. from 33186)
"$41,772",2 mi.,2024,Jeep,Grand,"['Cherokee', 'L', 'Altitude\n']",(26 mi. from 33186)
"$12,699","96,673 mi.",2019,Dodge,Grand,"['Caravan', 'SXT\n', '']",delivers to 33186
"$20,299","89,568 mi.",2018,Lexus,IS,"['IS', '300\n', '']",delivers to 33186
"$24,999","72,880 mi.",2017,Porsche,Macan,"['S\n', '', '']",delivers to 33186
"$15,699","75,756 mi.",2013,Audi,A8,"['L', '4.0L\n', '']",delivers to 33186
"$38,547",10 mi.,2024,Hyundai,Santa,"['Cruz', 'XRT\n', '']",delivers to 33186
"$40,457",10 mi.,2024,Hyundai,Santa,"['Cruz', 'Limited\n', '']",delivers to 33186
"$56,055",10 mi.,2024,Kia,Telluride,"['SX', 'Prestige', 'X-Pro\n']",(18 mi. from 33186)
"$32,995","21,088 mi.",2021,Cadillac,XT5,"['Premium', 'Luxury\n', '']",delivers to 33186
"$27,999","57,728 mi.",2017,Mercedes-Benz,Sprinter,"['Cargo', 'Van', 'WORKER\n']",delivers to 33186
"$29,500",5 mi.,2024,Mazda,CX-30,"['2.5', 'S', 'Carbon']",(10 mi. from 33186)
"$35,455",10 mi.,2024,Hyundai,Santa,"['Cruz', 'SEL\n', '']",delivers to 33186
"$35,499",10 mi.,2024,Hyundai,Santa,"['Cruz', 'SEL\n', '']",delivers to 33186
"$38,352",2 mi.,2024,Ram,1500,"['Big', 'Horn\n', '']",(26 mi. from 33186)
"$42,776",2 mi.,2024,Dodge,Durango,"['R/T\n', '', '']",(26 mi. from 33186)
"$46,597",2 mi.,2024,Dodge,Durango,"['R/T', 'Plus\n', '']",(26 mi. from 33186)
"$48,297",2 mi.,2024,Dodge,Durango,"['R/T', 'Plus\n', '']",(26 mi. from 33186)
"$49,572",2 mi.,2024,Dodge,Durango,"['R/T', 'Premium\n', '']",(26 mi. from 33186)
"$31,595","32,608 mi.",2021,Cadillac,CT5,"['Sport\n', '', '']",delivers to 33186
"$24,999","51,769 mi.",2019,Ford,Ranger,"['LARIAT\n', '', '']",delivers to 33186
"$21,999","41,339 mi.",2023,Dodge,Charger,"['SXT\n', '', '']",delivers to 33186
"$30,999","38,865 mi.",2018,Tesla,Model,"['S', '75D\n', '']",delivers to 33186
"$35,450",10 mi.,2024,Hyundai,Santa,"['Cruz', 'SEL\n', '']",delivers to 33186
"$18,999","61,177 mi.",2022,Kia,Sorento,"['LX\n', '', '']",delivers to 33186
"$35,394",2 mi.,2024,Jeep,Wrangler,"['Sport\n', '', '']",(26 mi. from 33186)
"$36,410",10 mi.,2024,Kia,Sportage,"['X-Line', 'AWD\n', '']",(18 mi. from 33186)
"$43,116",2 mi.,2024,Ram,1500,"['Big', 'Horn\n', '']",(26 mi. from 33186)
"$23,490","30,838 mi.",2023,Hyundai,Santa,"['Fe', 'SEL\n', '']",delivers to 33186
"$28,595","15,365 mi.",2021,Cadillac,CT4,"['Sport\n', '', '']",delivers to 33186
"$13,498","84,588 mi.",2020,Chevrolet,Equinox,"['LT\n', '', '']",delivers to 33186
"$15,299","65,850 mi.",2019,Chevrolet,Equinox,"['LT\n', '', '']",delivers to 33186
"$6,950","172,895 mi.",2014,Tesla,Model,"['S', '60', 'KWH']",delivers to 33186
"$32,904",10 mi.,2024,Hyundai,Santa,"['Cruz', 'SEL\n', '']",delivers to 33186
"$32,944",10 mi.,2024,Hyundai,Santa,"['Cruz', 'SEL\n', '']",delivers to 33186
"$33,374",10 mi.,2024,Hyundai,Santa,"['Cruz', 'SEL\n', '']",delivers to 33186
"$35,394",2 mi.,2024,Jeep,Wrangler,"['Sport\n', '', '']",(26 mi. from 33186)
"$38,630",10 mi.,2024,Hyundai,Santa,"['Cruz', 'XRT\n', '']",delivers to 33186
"$14,799","85,708 mi.",2017,Hyundai,Santa,"['Fe', 'LIMITED', 'ULTIMATE\n']",delivers to 33186
"$16,199","90,918 mi.",2017,Toyota,Avalon,"['HYBRID', 'XLE', 'PREMIUM\n']",delivers to 33186
"$36,985",10 mi.,2024,Kia,Sportage,"['SX', 'Prestige\n', '']",(18 mi. from 33186)
"$16,999","51,318 mi.",2022,Volkswagen,Passat,"['2.0T', 'SE\n', '']",delivers to 33186
"$17,999","67,149 mi.",2017,BMW,2,"['Series', '230I\n', '']",delivers to 33186
"$47,365",10 mi.,2024,Kia,Telluride,"['EX\n', '', '']",(18 mi. from 33186)
"$28,987","4,672 mi.",2023,Mazda,CX-30,"['2.5', 'S', 'Premium']",(26 mi. from 33186)
"$23,099","43,018 mi.",2022,Toyota,Camry,"['HYBRID', 'SE\n', '']",delivers to 33186
"$18,699","84,453 mi.",2016,Lexus,IS,"['350', 'F', 'SPORT\n']",delivers to 33186
"$38,435",10 mi.,2024,Kia,Sportage,"['SX', 'Prestige\n', '']",(18 mi. from 33186)
"$10,899","58,303 mi.",2020,Chevrolet,Sonic,"['LT\n', '', '']",delivers to 33186
"$17,999","35,052 mi.",2020,Volkswagen,Tiguan,"['SEL\n', '', '']",delivers to 33186
"$28,099","70,418 mi.",2019,Jeep,Wrangler,"['Unlimited', 'SAHARA\n', '']",delivers to 33186
"$10,999","54,892 mi.",2017,Toyota,Yaris,"['iA\n', '', '']",delivers to 33186
"$42,280",2 mi.,2024,Ram,1500,"['Big', 'Horn\n', '']",(26 mi. from 33186)
"$103,495",26 mi.,2024,Maserati,Levante,"['GT', 'Ultima\n', '']",(26 mi. from 33186)
"$103,495",33 mi.,2024,Maserati,Levante,"['GT', 'Ultima\n', '']",(26 mi. from 33186)
"$103,495",21 mi.,2024,Maserati,Levante,"['GT', 'Ultima\n', '']",(26 mi. from 33186)
"$103,495",32 mi.,2024,Maserati,Levante,"['GT', 'Ultima\n', '']",(26 mi. from 33186)
"$110,995",24 mi.,2024,Maserati,Ghibli,"['Modena', 'Ultima', 'Q4\n']",(26 mi. from 33186)
"$110,995",67 mi.,2024,Maserati,Ghibli,"['Modena', 'Ultima', 'Q4\n']",(26 mi. from 33186)
"$110,995",51 mi.,2024,Maserati,Ghibli,"['Modena', 'Ultima', 'Q4\n']",(26 mi. from 33186)
"$112,495",21 mi.,2024,Maserati,Ghibli,"['Modena', 'Ultima', 'Q4\n']",(26 mi. from 33186)
"$112,595",27 mi.,2024,Maserati,Ghibli,"['Modena', 'Ultima', 'Q4\n']",(26 mi. from 33186)
"$112,595",28 mi.,2024,Maserati,Ghibli,"['Modena', 'Ultima', 'Q4\n']",(26 mi. from 33186)
"$113,695",21 mi.,2024,Maserati,Ghibli,"['Modena', 'Ultima', 'Q4\n']",(26 mi. from 33186)
"$117,695",30 mi.,2024,Maserati,Levante,"['Modena', 'Ultima\n', '']",(26 mi. from 33186)
"$22,490","22,216 mi.",2023,Dodge,Charger,"['SXT\n', '', '']",delivers to 33186
"$16,999","133,179 mi.",2021,Chevrolet,Express,"['Cargo', 'Van', '2500']",delivers to 33186
"$25,899","27,560 mi.",2020,Mercedes-Benz,GLC,"['GLC', '300\n', '']",delivers to 33186
"$19,999","50,368 mi.",2019,Chevrolet,Silverado,"['1500', 'WORK', 'TRUCK\n']",delivers to 33186
"$559,900","2,429 mi.",2019,Ferrari,488,"['Pista\n', '', '']",(26 mi. from 33186)
"$18,894","59,681 mi.",2015,Maserati,"Ghibli
","['', '', '']",delivers to 33186
"$14,999","79,516 mi.",2019,Acura,"ILX
","['', '', '']",delivers to 33186
"$12,299","89,834 mi.",2018,Nissan,Rogue,"['SV\n', '', '']",delivers to 33186
"$36,715",10 mi.,2024,Kia,Sportage,"['SX', 'Prestige\n', '']",(18 mi. from 33186)
"$48,405",10 mi.,2024,Kia,Telluride,"['EX', 'X-Line\n', '']",(18 mi. from 33186)
"$22,499","55,111 mi.",2022,Tesla,Model,"['3\n', '', '']",delivers to 33186
"$15,999","22,297 mi.",2021,Kia,Forte,"['GT-LINE\n', '', '']",delivers to 33186
"$23,499","16,623 mi.",2016,BMW,X4,"['XDRIVE35I\n', '', '']",delivers to 33186
"$42,858",2 mi.,2024,Jeep,Grand,"['Cherokee', 'Limited\n', '']",(26 mi. from 33186)
"$49,572",2 mi.,2024,Dodge,Durango,"['R/T', 'Premium\n', '']",(26 mi. from 33186)
"$446,900","2,190 mi.",2021,Ferrari,F8,"['Spider\n', '', '']",(26 mi. from 33186)
"$40,999","23,283 mi.",2020,BMW,8,"['Series', '840I\n', '']",delivers to 33186
"$36,635",10 mi.,2024,Kia,Sportage,"['SX', 'Prestige\n', '']",(18 mi. from 33186)
"$39,285",10 mi.,2024,Kia,Sportage,"['SX', 'Prestige\n', '']",(18 mi. from 33186)
"$53,595",10 mi.,2024,Kia,Telluride,"['SX', 'X-Pro\n', '']",(18 mi. from 33186)
"$13,499","74,743 mi.",2021,Hyundai,Elantra,"['SEL\n', '', '']",delivers to 33186
"$42,419",10 mi.,2024,Hyundai,Santa,"['Cruz', 'XRT\n', '']",delivers to 33186
"$48,405",10 mi.,2024,Kia,Telluride,"['SX\n', '', '']",(18 mi. from 33186)
"$22,900","16,586 mi.",2021,Mazda,CX-30,"['Turbo', 'Premium', 'Plus']",delivers to 33186
"$17,099","42,277 mi.",2020,MINI,Hardtop,"['2', 'Door', 'COOPER']",delivers to 33186
"$18,999","50,099 mi.",2020,Ford,Escape,"['TITANIUM', 'HYBRID\n', '']",delivers to 33186
"$18,998","55,703 mi.",2019,Mercedes-Benz,"CLA
","['', '', '']",delivers to 33186
"$27,599","49,681 mi.",2018,Audi,S4,"['PREMIUM', 'PLUS\n', '']",delivers to 33186
"$25,899","73,980 mi.",2017,Porsche,Cayenne,"['PLATINUM', 'EDITION\n', '']",delivers to 33186
"$31,899","61,100 mi.",2015,BMW,"M4
","['', '', '']",delivers to 33186
"$34,833",5 mi.,2024,Kia,Sportage,"['X-Line', 'AWD\n', '']",(26 mi. from 33186)
"$54,489",2 mi.,2024,Jeep,Wrangler,"['Sahara\n', '', '']",(26 mi. from 33186)
"$56,991",2 mi.,2024,Jeep,Wrangler,"['Rubicon\n', '', '']",(26 mi. from 33186)
"$18,999","137,873 mi.",2021,GMC,Savana,"['Cargo', 'Van', 'Cargo']",delivers to 33186
"$29,499","36,686 mi.",2021,BMW,5,"['Series', '530I', 'XDRIVE\n']",delivers to 33186
"$14,499","71,405 mi.",2017,BMW,3,"['Series', '330I\n', '']",delivers to 33186
"$14,999","61,735 mi.",2017,Mercedes-Benz,GLA,"['GLA', '250\n', '']",delivers to 33186
"$24,899","74,974 mi.",2013,Porsche,Panamera,"['4\n', '', '']",delivers to 33186
"$18,499","128,984 mi.",2021,GMC,Savana,"['Cargo', 'Van', '2500']",delivers to 33186
"$19,179","93,398 mi.",2021,Chevrolet,Express,"['Cargo', 'Van', '2500']",delivers to 33186
"$37,706",5 mi.,2024,Kia,Sportage,"['SX', 'Prestige\n', '']",(26 mi. from 33186)
"$13,999","65,836 mi.",2020,Buick,Encore,"['PREFERRED\n', '', '']",delivers to 33186
"$20,399","69,718 mi.",2020,Hyundai,Veloster,"['N\n', '', '']",delivers to 33186
"$15,199","60,088 mi.",2021,Chevrolet,Equinox,"['LT\n', '', '']",delivers to 33186
"$23,599","28,028 mi.",2021,Audi,A4,"['Sedan', 'S', 'LINE']",delivers to 33186
"$33,429",10 mi.,2024,Hyundai,Santa,"['Cruz', 'SEL\n', '']",delivers to 33186
"$33,951",5 mi.,2024,Kia,Sportage,"['SX\n', '', '']",(26 mi. from 33186)
"$36,273",11 mi.,2024,Kia,Sportage,"['SX', 'Prestige\n', '']",(26 mi. from 33186)
"$40,513",10 mi.,2024,Hyundai,Santa,"['Cruz', 'Limited\n', '']",delivers to 33186
"$26,499","50,136 mi.",2021,Cadillac,XT6,"['PREMIUM', 'LUXURY\n', '']",delivers to 33186
"$27,499","41,107 mi.",2020,Lexus,IS,"['IS', '350', 'F']",delivers to 33186
"$19,189","49,528 mi.",2019,Volkswagen,Tiguan,"['SEL', 'R-LINE\n', '']",delivers to 33186
"$18,799","71,810 mi.",2015,Land,Rover,"['Range', 'Rover', 'Sport']",delivers to 33186
"$14,499","60,765 mi.",2021,Nissan,Kicks,"['S\n', '', '']",delivers to 33186
"$20,499","40,446 mi.",2021,BMW,2,"['Series', '228I', 'XDRIVE\n']",delivers to 33186
"$20,999","70,770 mi.",2021,Kia,Sorento,"['Hybrid', 'EX\n', '']",delivers to 33186
"$359,900","2,975 mi.",2020,Ferrari,F8,"['Tributo\n', '', '']",(26 mi. from 33186)
"$12,499","64,814 mi.",2019,Buick,Encore,"['PREFERRED\n', '', '']",delivers to 33186
"$16,299","57,306 mi.",2019,Buick,Envision,"['PREFERRED\n', '', '']",delivers to 33186
"$16,998","44,954 mi.",2016,Hyundai,Genesis,"['3.8L\n', '', '']",delivers to 33186
"$30,597","5,546 mi.",2023,Mazda,CX-30,"['2.5', 'Turbo', 'Premium']",(26 mi. from 33186)
"$13,399","70,546 mi.",2018,Nissan,Rogue,"['Sport', 'SV\n', '']",delivers to 33186
"$29,256",10 mi.,2024,Hyundai,Santa,"['Cruz', 'SEL\n', '']",delivers to 33186
"$40,008",2 mi.,2024,Ram,1500,"['Tradesman\n', '', '']",(26 mi. from 33186)
"$46,330",None,2024,Alfa,Romeo,"['Stelvio', 'STELVIO', 'VELOCE']",delivers to 33186
"$53,355",None,2024,Alfa,Romeo,"['Stelvio', 'STELVIO', 'Ti']",delivers to 33186
"$53,355",None,2024,Alfa,Romeo,"['Stelvio', 'STELVIO', 'Ti']",delivers to 33186
"$16,499","29,049 mi.",2022,Volkswagen,Jetta,"['SE\n', '', '']",delivers to 33186
"$32,999","75,220 mi.",2019,BMW,X5,"['XDRIVE50I', 'M', 'SPORT\n']",delivers to 33186
"$9,299","65,460 mi.",2020,Chevrolet,Sonic,"['LT\n', '', '']",delivers to 33186
"$15,999","31,745 mi.",2020,Volkswagen,Tiguan,"['S\n', '', '']",delivers to 33186
"$31,715",11 mi.,2024,Mazda,CX-30,"['2.5', 'S', 'Carbon']",delivers to 33186
"$32,987","6,751 mi.",2023,Mazda,CX-30,"['2.5', 'Turbo', 'Premium']",(26 mi. from 33186)
"$39,999","14,208 mi.",2022,Audi,S4,"['PREMIUM', 'PLUS\n', '']",delivers to 33186
"$19,199","48,126 mi.",2020,Volkswagen,Tiguan,"['SE', 'R-LINE', 'BLACK\n']",delivers to 33186
"$53,999","62,570 mi.",2018,Audi,RS,"['7', 'PERFORMANCE\n', '']",delivers to 33186
"$274,900","4,348 mi.",2016,Ferrari,488,"['Spider\n', '', '']",(26 mi. from 33186)
"$15,698","90,195 mi.",2015,Mercedes-Benz,CLS-Class,"['CLS', '400\n', '']",delivers to 33186
"$14,699","47,473 mi.",2021,Kia,Sportage,"['LX\n', '', '']",delivers to 33186
"$15,499","53,605 mi.",2018,BMW,X1,"['SDRIVE28I\n', '', '']",delivers to 33186
"$33,999","38,598 mi.",2018,Jaguar,F-TYPE,"['340HP\n', '', '']",delivers to 33186
"$25,999","86,049 mi.",2017,Mercedes-Benz,GLS,"['GLS', '550\n', '']",delivers to 33186
"$15,999","122,584 mi.",2021,Chevrolet,Express,"['Cargo', 'Van', '2500']",delivers to 33186
"$19,299","87,010 mi.",2019,Ram,ProMaster,"['Cargo', 'Van', '1500']",delivers to 33186
"$139,999",2 mi.,2024,Dodge,Durango,"['SRT', 'Hellcat', 'Premium\n']",(26 mi. from 33186)
"$13,999","57,380 mi.",2021,Hyundai,Kona,"['SE\n', '', '']",delivers to 33186
"$27,669","84,668 mi.",2020,Lincoln,Aviator,"['RESERVE\n', '', '']",delivers to 33186
"$25,499","41,252 mi.",2021,Lexus,ES,"['ES', '250\n', '']",delivers to 33186
"$23,799","76,255 mi.",2019,Lexus,RC,"['RC', '350\n', '']",delivers to 33186
"$36,590",10 mi.,2024,Kia,Sportage,"['SX', 'Prestige\n', '']",(18 mi. from 33186)
"$246,900","4,771 mi.",2020,Ferrari,"Portofino
","['', '', '']",(26 mi. from 33186)
"$28,000",2 mi.,2024,Jeep,Compass,"['Latitude', 'Lux\n', '']",(26 mi. from 33186)
"$31,993","4,217 mi.",2023,Mazda,CX-30,"['2.5', 'S', 'Premium']",(26 mi. from 33186)
"$29,500",2 mi.,2024,Jeep,Compass,"['Limited\n', '', '']",(26 mi. from 33186)
"$28,999","63,925 mi.",2017,Tesla,Model,"['S', '100D\n', '']",delivers to 33186
"$46,900",2 mi.,2024,Jeep,Grand,"['Cherokee', '4xe\n', '']",(26 mi. from 33186)
"$35,994","79,427 mi.",2016,BMW,"M3
","['', '', '']",delivers to 33186
"$61,403",2 mi.,2024,Ram,1500,"['Limited\n', '', '']",(26 mi. from 33186)
"$129,999",2 mi.,2024,Dodge,Durango,"['SRT', 'Hellcat', 'Premium\n']",(26 mi. from 33186)
"$139,999",2 mi.,2024,Dodge,Durango,"['SRT', 'Hellcat', 'Premium\n']",(26 mi. from 33186)
"$22,899","66,561 mi.",2021,Dodge,Durango,"['SXT', 'PLUS\n', '']",delivers to 33186
"$18,499","67,075 mi.",2018,Mercedes-Benz,GLC,"['GLC', '300\n', '']",delivers to 33186
"$84,897",15 mi.,2023,Maserati,Grecale,"['Modena', 'AWD\n', '']",delivers to 33186
"$14,799","61,095 mi.",2021,Nissan,Rogue,"['Sport', 'S\n', '']",delivers to 33186
"$17,499","98,259 mi.",2021,Chevrolet,Express,"['Cargo', 'Van', 'Cargo']",delivers to 33186
"$21,800","21,801 mi.",2021,Mazda,CX-30,"['Premium\n', '', '']",delivers to 33186
"$22,999","107,008 mi.",2019,Toyota,Tundra,"['2WD', 'SR5\n', '']",delivers to 33186
"$33,144",2 mi.,2024,Ram,1500,"['Tradesman\n', '', '']",(26 mi. from 33186)
"$66,806",2 mi.,2024,Ram,1500,"['Limited\n', '', '']",(26 mi. from 33186)
"$39,085",10 mi.,2023,Hyundai,Santa,"['Fe', 'Hybrid', 'Limited\n']",delivers to 33186
"$32,999","35,394 mi.",2018,Maserati,Levante,"['S', 'GRANSPORT\n', '']",delivers to 33186
"$10,199","87,092 mi.",2020,Kia,Soul,"['LX\n', '', '']",delivers to 33186
"$7,199","60,597 mi.",2019,Chevrolet,Spark,"['LT\n', '', '']",delivers to 33186
"$26,500",2 mi.,2024,Jeep,Compass,"['Latitude\n', '', '']",(26 mi. from 33186)
"$60,952",2 mi.,2024,Ram,1500,"['Limited\n', '', '']",(26 mi. from 33186)
"$105,000",2 mi.,2024,Jeep,Grand,"['Wagoneer', 'Series', 'III']",(26 mi. from 33186)
"$60,993",2 mi.,2024,Ram,1500,"['Limited\n', '', '']",(26 mi. from 33186)
"$64,834",2 mi.,2024,Ram,1500,"['Limited\n', '', '']",(26 mi. from 33186)
"$23,998","63,602 mi.",2021,Ford,Mustang,"['Mach-E', 'SELECT\n', '']",delivers to 33186
"$27,000",2 mi.,2024,Jeep,Compass,"['Latitude\n', '', '']",(26 mi. from 33186)
"$29,500",2 mi.,2024,Jeep,Compass,"['Latitude', 'Lux\n', '']",(26 mi. from 33186)
"$29,500",2 mi.,2024,Jeep,Compass,"['Limited\n', '', '']",(26 mi. from 33186)
"$43,797",2 mi.,2024,Ram,1500,"['Big', 'Horn\n', '']",(26 mi. from 33186)
"$46,872",2 mi.,2024,Dodge,Hornet,"['R/T', 'Plus\n', '']",(26 mi. from 33186)
"$33,499","28,946 mi.",2022,Tesla,Model,"['3', 'PERFORMANCE\n', '']",delivers to 33186
"$21,489","34,189 mi.",2017,Lexus,ES,"['ES', '300H\n', '']",delivers to 33186
"$40,500",2 mi.,2024,Ram,1500,"['Big', 'Horn\n', '']",(26 mi. from 33186)
"$66,806",2 mi.,2024,Ram,1500,"['Limited\n', '', '']",(26 mi. from 33186)
"$42,240",12 mi.,2023,Kia,Sorento,"['SX\n', '', '']",(18 mi. from 33186)
